health,stamina,x,y,z,action,key_press
83,96,312.08,262.45,-306.54,dodge,space
23,24,281.43,-203.67,-332.34,dodge,space
27,93,491.12,-288.65,-337.27,dodge,space
89,22,-24.97,-294.07,-407.79,dodge,space
15,9,348.83,39.59,-247.99,move_right,d
30,99,471.46,-126.97,101.85,attack,left_click
14,29,152.08,480.01,71.29,move_forward,w
71,0,-499.52,-423.75,406.54,move_backward,s
90,13,494.91,317.39,16.03,move_right,d
76,32,-140.55,-201.02,455.88,move_backward,s
92,93,-241.59,356.18,366.17,move_forward,w
24,18,96.88,410.61,-165.54,dodge,space
22,25,419.0,65.25,-364.4,dodge,space
29,87,152.17,166.72,-448.12,move_forward,w
4,40,225.1,460.69,58.38,move_backward,s
92,77,109.85,292.27,71.19,move_left,a
31,70,-423.74,92.78,-141.06,move_backward,s
76,70,-358.17,202.43,-93.99,move_left,a
30,26,192.13,-467.0,-37.32,dodge,space
79,91,-399.41,-484.1,123.0,move_right,d
21,84,-209.76,21.89,247.07,move_left,a
50,15,-59.01,492.54,-5.1,move_right,d
17,83,-56.55,-257.58,346.08,dodge,space
33,26,416.18,-111.06,181.69,attack,left_click
4,7,124.01,135.21,20.22,attack,left_click
63,48,-27.73,-159.43,274.09,attack,left_click
57,80,-470.97,-186.64,30.73,move_backward,s
70,45,397.89,-345.41,-144.99,move_left,a
54,49,273.62,-320.91,72.9,move_right,d
70,49,217.27,86.79,153.35,move_right,d
7,63,-444.37,-155.02,42.31,attack,left_click
50,30,227.45,416.13,-428.63,move_right,d
36,5,235.82,254.79,-75.01,move_left,a
25,31,-271.03,-186.63,216.97,move_left,a
58,92,-6.07,-126.5,59.1,move_forward,w
25,42,257.11,207.93,96.42,move_backward,s
6,76,379.23,256.48,-128.43,move_left,a
75,39,148.52,-252.76,25.15,move_forward,w
96,98,110.22,127.58,411.22,move_backward,s
15,48,203.42,-61.87,464.96,move_right,d
34,33,429.53,-11.47,-365.12,move_forward,w
92,38,329.87,-195.97,-83.26,attack,left_click
37,95,391.22,-241.53,-20.08,dodge,space
50,27,114.55,-308.5,-82.34,dodge,space
27,75,-453.47,155.16,-312.7,move_right,d
31,50,124.47,31.74,-208.54,attack,left_click
88,20,352.31,-10.08,499.53,attack,left_click
53,39,-368.04,-136.89,425.07,dodge,space
76,85,182.89,292.78,-318.1,move_backward,s
85,83,447.35,98.12,317.52,attack,left_click
86,51,-458.11,-283.15,342.02,attack,left_click
25,98,-79.39,475.79,-305.67,move_left,a
96,37,75.81,-98.71,382.11,attack,left_click
19,85,-187.3,-185.53,191.82,dodge,space
40,85,-170.42,174.59,-252.41,move_backward,s
33,21,-207.72,56.53,266.25,move_backward,s
3,2,12.25,-473.72,360.04,move_left,a
87,11,-312.36,-196.85,130.09,attack,left_click
33,75,-475.56,-495.58,427.65,move_right,d
38,74,41.6,-264.63,4.18,move_forward,w
83,64,211.28,418.25,121.93,move_forward,w
60,18,-57.3,358.9,-462.04,move_backward,s
3,95,257.64,-420.99,-342.8,attack,left_click
42,59,407.26,-419.96,259.74,dodge,space
94,80,-100.33,-425.94,93.35,move_right,d
47,51,-253.59,-412.97,-293.84,dodge,space
70,17,225.68,-116.33,-150.01,attack,left_click
62,0,-150.41,51.15,192.63,dodge,space
26,37,-398.29,-379.63,459.17,move_left,a
27,42,-186.99,-247.56,-116.93,move_right,d
100,54,51.19,491.16,70.01,move_backward,s
7,77,-454.13,-459.39,119.63,dodge,space
97,73,427.74,-394.12,-372.68,move_forward,w
77,63,340.26,422.04,-266.55,move_left,a
47,17,128.68,-143.05,352.03,move_left,a
58,54,-140.49,192.33,60.01,attack,left_click
27,84,165.62,-358.53,363.39,dodge,space
59,45,386.37,-124.23,-325.09,move_forward,w
85,91,293.19,-121.35,-51.96,move_forward,w
96,83,-281.84,-446.27,166.49,move_left,a
72,75,-425.63,321.86,-190.38,move_backward,s
49,16,-445.13,335.44,389.19,attack,left_click
55,32,-282.63,424.19,-131.95,move_forward,w
74,33,471.54,-285.77,-317.22,move_forward,w
27,37,-35.57,-444.23,30.29,move_backward,s
22,65,-402.4,-164.74,133.35,move_backward,s
21,20,499.71,16.45,-331.72,move_forward,w
41,50,-96.01,181.02,-461.19,attack,left_click
93,61,68.15,257.64,252.38,move_forward,w
28,8,195.21,132.25,-298.38,dodge,space
86,38,382.78,-428.99,494.75,dodge,space
64,31,-211.79,-347.28,-242.25,dodge,space
31,15,343.69,-214.23,75.69,move_right,d
75,34,-182.5,-39.37,300.94,move_forward,w
52,84,238.62,87.99,487.48,attack,left_click
38,98,435.56,-479.04,68.75,attack,left_click
44,45,-334.34,327.15,-464.8,attack,left_click
74,91,-466.99,-261.56,189.95,move_backward,s
40,28,292.43,408.56,-474.07,dodge,space
11,68,347.15,-20.22,115.48,move_right,d
58,69,-70.94,479.31,-232.87,move_left,a
14,39,381.99,-439.94,-351.7,move_right,d
57,0,-317.99,50.62,-165.57,move_right,d
33,11,354.23,317.75,219.06,move_forward,w
19,0,-130.25,64.27,418.49,move_backward,s
72,92,-264.76,-429.72,-333.67,dodge,space
100,22,-42.09,-176.82,102.99,attack,left_click
35,77,324.53,337.09,-342.7,move_right,d
93,78,69.19,-363.72,451.78,move_backward,s
37,95,-232.92,-128.48,20.52,move_right,d
8,27,283.28,-261.88,171.9,move_right,d
99,19,371.66,-151.62,151.98,attack,left_click
100,100,-52.57,488.72,99.92,move_backward,s
91,47,-179.81,-321.23,-465.13,move_left,a
56,13,38.44,89.48,-282.84,move_forward,w
47,86,338.55,374.46,3.15,dodge,space
27,96,-57.17,-251.09,297.17,move_backward,s
68,47,37.09,401.45,149.15,attack,left_click
52,49,-93.71,214.92,-60.83,move_backward,s
9,54,-200.38,483.43,-216.11,dodge,space
47,65,63.09,436.82,-130.21,attack,left_click
2,22,432.01,397.15,-89.19,move_right,d
17,64,450.29,217.92,220.33,move_backward,s
14,61,-493.85,-333.15,485.4,dodge,space
64,92,199.82,-322.0,-339.41,move_left,a
7,12,-143.38,16.54,148.08,move_left,a
61,59,413.87,481.67,415.85,dodge,space
48,45,362.11,80.08,325.92,move_forward,w
0,99,307.96,199.2,-387.57,move_left,a
65,68,-77.4,-19.83,235.97,move_left,a
62,57,-464.16,336.77,47.62,move_backward,s
64,54,-273.8,-83.1,-159.37,attack,left_click
46,26,434.21,-362.74,-315.97,move_right,d
15,36,218.31,-153.64,43.54,dodge,space
19,75,82.93,-289.31,-124.36,dodge,space
3,33,130.49,-49.66,-394.72,move_backward,s
71,49,-249.83,255.63,-310.66,move_right,d
64,10,490.09,265.84,467.41,move_forward,w
35,84,177.47,131.2,230.78,move_right,d
11,76,-408.84,4.01,-137.11,move_backward,s
45,81,194.13,-46.22,-366.45,move_right,d
89,64,-137.74,-459.72,-117.65,move_forward,w
36,18,295.7,-257.79,364.95,attack,left_click
26,52,61.74,24.0,443.35,move_forward,w
92,50,-232.37,30.89,-47.28,move_left,a
75,47,-202.21,-97.72,483.12,attack,left_click
41,94,68.36,-269.81,-370.32,dodge,space
10,94,-366.33,459.06,-432.3,move_right,d
56,77,47.39,186.48,213.06,attack,left_click
95,97,-240.81,-242.65,-489.13,dodge,space
12,65,-263.73,106.13,262.44,move_backward,s
94,0,50.09,120.18,-230.44,move_forward,w
88,72,137.26,-279.77,466.43,move_forward,w
65,62,210.45,285.1,-348.45,attack,left_click
55,24,167.38,250.32,-369.77,move_forward,w
53,50,-175.66,213.38,397.19,move_backward,s
9,13,-43.66,111.12,394.63,move_right,d
6,76,24.51,499.69,319.15,dodge,space
82,57,462.14,227.96,-354.9,move_forward,w
57,97,-245.65,-67.43,310.88,move_forward,w
5,12,-330.24,-429.95,279.65,move_backward,s
20,15,-103.39,87.45,-473.8,move_backward,s
7,78,404.3,229.89,234.01,attack,left_click
66,95,-266.02,-214.2,-176.62,dodge,space
19,85,49.02,-81.42,2.16,move_forward,w
10,5,407.18,178.69,485.09,move_right,d
73,66,106.18,487.3,-73.48,move_right,d
66,100,-107.14,-364.38,231.45,move_right,d
61,81,436.62,197.23,168.86,move_backward,s
40,80,488.69,170.64,-44.87,attack,left_click
81,38,-31.62,-359.31,366.62,dodge,space
100,36,62.88,370.87,-79.59,move_forward,w
79,32,192.34,-152.7,-330.14,move_right,d
70,50,1.17,-66.05,-473.02,move_backward,s
78,38,444.9,205.69,-402.25,move_right,d
3,16,161.85,195.66,-486.04,move_forward,w
28,39,63.29,309.0,-149.88,move_left,a
82,77,-25.51,-274.12,-265.34,move_left,a
34,1,-61.5,-272.66,-217.25,move_left,a
6,41,-355.77,495.85,222.42,dodge,space
28,86,15.21,-307.85,483.94,move_forward,w
59,74,-40.22,325.73,357.04,move_backward,s
33,62,22.78,-109.84,18.56,move_right,d
20,95,209.43,326.48,268.95,move_backward,s
87,51,-277.5,-384.68,-175.06,dodge,space
27,88,444.67,295.3,3.82,dodge,space
61,58,477.05,-65.52,301.06,move_backward,s
22,2,323.86,-229.76,-272.88,move_right,d
87,35,98.7,73.79,136.8,move_backward,s
25,69,-304.03,-215.75,170.16,attack,left_click
25,38,-214.52,140.15,326.02,move_right,d
79,33,-182.57,234.11,85.67,move_backward,s
46,51,27.22,97.26,-65.32,move_left,a
81,77,98.22,-235.24,-161.6,attack,left_click
34,36,-164.52,203.32,21.97,move_left,a
40,28,289.85,-250.32,407.05,dodge,space
52,55,398.89,-372.83,234.18,move_backward,s
65,16,422.04,311.64,-437.42,move_right,d
94,62,-217.16,-131.45,-273.83,move_forward,w
11,50,17.33,-421.32,-105.75,attack,left_click
83,22,456.65,396.53,-400.37,move_right,d
54,30,-300.24,-369.96,-384.63,move_left,a
58,76,-1.66,-77.94,434.55,move_forward,w
0,5,-154.15,-409.96,-141.6,attack,left_click
74,78,-150.17,-23.34,35.97,move_left,a
2,43,86.62,-45.94,446.17,move_right,d
72,67,465.89,-479.63,-171.63,move_backward,s
5,17,-150.42,-346.61,226.59,attack,left_click
45,35,374.62,31.71,-110.57,attack,left_click
49,10,397.03,-446.36,394.75,move_right,d
25,15,-389.4,204.39,-334.27,move_right,d
72,99,-323.03,186.22,-396.77,dodge,space
30,60,-416.79,298.19,-208.79,dodge,space
10,72,338.67,449.85,-468.44,dodge,space
27,82,-386.17,-268.22,-466.43,move_left,a
45,78,56.0,92.07,-407.43,attack,left_click
54,26,369.11,-372.82,375.96,move_left,a
11,83,-151.58,-463.21,-293.7,dodge,space
42,75,486.75,-151.9,17.4,attack,left_click
62,92,120.09,-13.09,84.23,move_forward,w
93,50,173.42,-475.41,440.64,move_right,d
19,32,14.54,-146.1,-6.16,dodge,space
13,87,-346.96,-201.22,-74.04,move_left,a
52,75,295.7,-214.32,-404.12,move_right,d
23,20,-105.63,-259.52,145.89,move_left,a
42,21,95.9,-17.58,-166.25,move_left,a
45,78,149.97,-15.49,-21.16,move_left,a
61,69,-58.93,112.51,-355.51,attack,left_click
62,100,-237.2,138.35,440.29,move_backward,s
34,82,-4.87,229.59,315.87,move_backward,s
53,88,61.47,-383.77,189.21,attack,left_click
55,10,351.32,-82.5,-422.8,attack,left_click
13,66,-115.48,-389.74,-150.23,attack,left_click
21,0,-280.78,77.0,-441.43,dodge,space
0,24,469.75,-162.52,488.54,move_backward,s
37,24,71.11,-27.46,-366.68,move_right,d
17,51,-200.62,389.36,-321.12,dodge,space
19,90,351.25,-326.43,142.83,move_backward,s
5,26,461.43,-318.74,-475.58,dodge,space
90,89,-140.89,97.48,-480.44,move_backward,s
50,4,291.19,-2.05,-495.47,move_backward,s
58,49,-67.5,297.88,310.07,move_backward,s
81,21,151.26,168.72,-483.26,move_backward,s
45,43,442.29,-465.49,359.15,move_backward,s
99,83,-473.64,411.1,-38.6,move_backward,s
5,46,153.13,-379.13,402.67,move_left,a
56,37,-277.77,318.38,-118.25,attack,left_click
32,74,372.36,-32.57,-375.93,attack,left_click
66,58,-225.81,-170.95,74.43,attack,left_click
64,85,-104.97,-233.97,373.4,move_forward,w
34,85,446.27,334.87,-388.68,move_left,a
75,92,-432.31,-78.13,-361.39,dodge,space
48,40,-237.16,219.83,163.96,move_right,d
50,57,244.31,-461.81,-472.99,dodge,space
99,30,-188.25,-261.92,431.27,move_forward,w
60,34,-169.83,453.68,277.51,move_left,a
52,23,47.06,480.81,-356.07,move_right,d
9,5,474.47,489.29,127.04,attack,left_click
81,40,44.44,-330.51,-57.69,move_right,d
16,73,-58.49,153.5,66.66,attack,left_click
91,44,-368.47,-160.59,323.63,dodge,space
97,57,-298.41,-227.46,310.6,dodge,space
82,10,192.38,275.22,-271.66,move_forward,w
1,99,-327.22,-295.42,-365.99,move_right,d
75,78,-264.72,-405.31,15.79,move_right,d
94,4,373.86,40.53,88.23,dodge,space
29,4,147.56,198.64,-232.8,attack,left_click
57,57,58.62,-344.43,-202.1,move_forward,w
40,29,474.77,-76.39,-421.75,move_right,d
60,25,-355.42,222.67,323.55,move_forward,w
30,83,-153.53,-347.59,-164.18,attack,left_click
5,82,-329.29,57.92,119.85,attack,left_click
85,58,101.06,-241.59,-320.98,move_forward,w
7,55,-385.92,-58.76,120.08,move_left,a
69,4,382.18,-7.16,204.25,move_backward,s
92,77,-0.48,251.18,308.96,dodge,space
31,44,354.37,-107.02,409.5,move_left,a
80,49,48.26,297.08,213.18,move_backward,s
67,35,14.46,-116.33,51.28,attack,left_click
15,43,270.02,-416.96,-420.08,attack,left_click
30,2,-113.35,-235.88,-395.27,move_backward,s
10,39,16.0,-370.97,-18.27,move_backward,s
55,55,-118.47,10.48,-204.21,move_left,a
44,27,417.05,499.46,413.28,dodge,space
70,43,-75.29,20.81,325.52,attack,left_click
75,20,479.89,-294.69,-101.77,move_backward,s
80,75,-177.64,-464.86,-169.38,move_forward,w
80,92,-141.96,496.12,-460.82,move_backward,s
9,50,-415.54,159.64,-123.56,move_left,a
81,45,73.18,251.27,-90.2,move_backward,s
17,53,-498.08,169.75,-375.76,move_forward,w
25,31,-165.08,-124.1,-376.57,dodge,space
69,69,117.36,-447.44,446.28,attack,left_click
75,29,459.26,-197.99,134.67,move_left,a
17,14,-351.19,-316.11,18.5,attack,left_click
45,22,-332.91,30.85,101.88,move_right,d
58,88,352.85,62.08,-239.93,move_forward,w
64,65,60.94,-34.33,-469.09,move_right,d
61,16,-276.05,-183.05,302.81,move_backward,s
84,2,270.01,494.89,213.27,move_left,a
8,55,60.3,298.89,-322.59,dodge,space
31,13,-265.64,-31.7,-127.44,move_backward,s
13,4,-86.29,-94.59,180.5,move_left,a
49,11,451.57,396.28,462.1,move_backward,s
26,84,-53.47,51.05,388.43,move_left,a
100,55,26.98,-73.8,109.03,move_forward,w
20,84,402.51,360.64,210.12,move_backward,s
79,61,-254.54,480.64,278.09,move_backward,s
78,53,314.98,8.98,124.47,attack,left_click
25,3,336.39,188.29,442.68,move_backward,s
93,66,-372.68,20.1,-340.25,move_forward,w
87,45,370.86,437.36,-15.01,dodge,space
83,34,168.2,-353.23,-297.55,move_backward,s
66,69,210.87,378.1,355.96,dodge,space
35,20,133.17,-122.62,266.21,move_right,d
66,93,-425.07,-353.27,-289.3,move_forward,w
67,90,308.19,-449.9,294.65,move_forward,w
97,84,-39.34,-318.77,-114.56,move_forward,w
64,47,453.14,363.08,-30.82,move_backward,s
16,52,62.91,-92.6,487.04,attack,left_click
25,83,443.36,-125.55,-72.83,move_backward,s
93,87,40.2,-100.36,287.78,dodge,space
89,27,-71.62,11.71,31.05,move_backward,s
33,67,497.25,-38.6,299.84,move_right,d
54,81,-164.74,-335.98,-141.76,move_right,d
36,82,478.74,-83.04,364.24,attack,left_click
72,7,253.9,-303.48,466.3,attack,left_click
79,76,-276.41,234.85,-194.59,move_right,d
48,71,268.9,-291.46,-129.12,move_backward,s
50,30,-450.74,272.71,304.96,move_left,a
3,75,-76.99,-169.7,400.45,move_left,a
94,86,174.0,454.82,344.95,dodge,space
21,3,383.99,-232.4,-323.22,move_right,d
87,26,177.27,17.19,180.05,attack,left_click
19,34,281.05,-25.83,-47.63,dodge,space
91,24,-411.03,353.18,273.05,move_forward,w
91,20,-280.81,74.67,-470.52,move_forward,w
25,13,-110.36,204.18,338.35,move_left,a
72,61,182.06,383.85,-486.9,attack,left_click
65,90,250.97,121.94,-209.38,move_backward,s
86,90,345.9,-137.76,393.49,move_forward,w
82,76,301.38,195.82,251.94,attack,left_click
13,94,145.09,33.96,-448.4,move_right,d
77,91,375.27,103.79,381.99,attack,left_click
48,85,487.62,-448.5,-272.78,dodge,space
91,22,-38.13,166.7,-270.7,move_backward,s
80,2,237.77,-303.0,104.97,attack,left_click
7,46,105.23,-35.42,-232.83,dodge,space
44,29,-212.4,-432.28,-20.45,move_forward,w
22,66,437.16,-456.63,119.33,dodge,space
43,92,-191.92,215.71,-358.38,move_backward,s
96,60,-173.96,379.64,169.84,move_left,a
64,45,223.41,-470.75,297.39,dodge,space
65,84,-179.86,-204.21,-448.82,move_right,d
38,3,23.7,157.01,-132.61,move_backward,s
33,55,-358.86,-78.83,-171.95,move_backward,s
75,32,201.36,248.45,-207.46,dodge,space
79,88,259.07,-144.87,-338.29,attack,left_click
34,88,454.82,-170.54,-366.65,attack,left_click
91,85,117.73,246.34,-31.33,move_left,a
88,23,-182.99,-233.29,-34.33,dodge,space
72,89,-129.47,-332.32,272.89,move_right,d
91,88,19.59,-134.19,-186.94,move_right,d
25,0,157.25,-247.7,428.61,attack,left_click
2,46,-438.27,-26.82,-437.22,move_backward,s
31,28,340.35,-211.56,200.16,dodge,space
10,16,398.72,-198.58,98.05,move_forward,w
45,56,-403.62,-120.94,261.46,move_forward,w
26,26,172.75,-229.69,-442.35,attack,left_click
38,88,30.43,-77.9,-296.92,move_right,d
47,56,-452.97,485.18,206.78,attack,left_click
62,94,-329.62,-10.76,430.99,attack,left_click
6,13,-234.3,-104.88,-83.37,dodge,space
90,92,395.74,-255.79,190.74,attack,left_click
54,57,498.05,-266.11,-36.61,move_backward,s
87,95,279.42,262.7,287.56,move_backward,s
77,73,-293.84,173.3,22.27,move_left,a
75,37,-296.74,73.46,-194.28,move_forward,w
28,66,-211.09,-269.56,0.11,dodge,space
8,42,450.73,327.17,-202.4,dodge,space
67,82,-497.91,448.14,-101.89,attack,left_click
51,37,-152.55,228.21,-217.53,move_backward,s
43,0,184.4,-151.73,108.32,attack,left_click
14,9,-222.02,462.5,-267.92,attack,left_click
31,67,386.87,310.12,-430.76,move_backward,s
3,100,113.47,-55.11,-163.86,move_backward,s
35,34,-172.39,-200.89,378.41,move_right,d
100,74,204.75,399.37,-426.58,move_left,a
71,17,-48.07,486.81,452.48,move_backward,s
56,23,-434.23,-27.73,415.59,dodge,space
87,82,366.65,250.93,443.02,move_backward,s
40,4,1.08,-180.75,-357.73,attack,left_click
39,55,294.95,-228.92,350.96,move_backward,s
4,66,-40.45,185.7,39.11,attack,left_click
10,45,-268.76,304.78,-98.78,move_right,d
93,88,147.83,-402.24,226.24,move_backward,s
80,76,-119.17,486.77,-224.39,move_backward,s
62,17,486.28,47.25,-320.92,move_backward,s
39,16,-347.04,483.5,20.53,move_left,a
7,94,-173.23,-270.65,-477.33,move_right,d
48,75,146.84,82.34,137.99,move_right,d
22,29,-381.02,276.8,369.46,attack,left_click
4,93,49.4,456.85,314.28,move_forward,w
50,53,-81.04,-142.21,170.7,dodge,space
98,58,317.86,319.15,-145.44,move_right,d
48,9,-377.05,-358.78,198.12,move_forward,w
10,48,-25.69,-285.88,409.04,move_backward,s
32,62,407.33,384.59,-81.16,dodge,space
65,12,284.44,274.62,-449.1,attack,left_click
10,68,359.4,288.17,434.21,move_forward,w
4,8,-172.18,485.68,475.76,move_forward,w
57,70,-4.75,-84.0,225.98,move_forward,w
56,92,94.28,-164.4,-456.91,move_forward,w
76,27,315.96,444.56,-206.35,move_left,a
75,57,-35.83,-233.62,384.45,move_backward,s
63,16,187.15,-220.78,-38.73,move_backward,s
88,50,-464.68,-271.59,52.16,dodge,space
36,59,232.68,-322.18,305.64,move_backward,s
80,93,-339.56,157.95,-481.88,dodge,space
20,67,-477.11,442.77,-408.97,move_backward,s
24,93,-397.73,283.99,-166.91,move_backward,s
77,100,35.52,-490.2,298.3,move_left,a
93,7,-253.02,423.19,-461.71,move_forward,w
28,29,-428.34,328.14,-413.69,move_backward,s
43,85,140.12,-498.54,22.21,move_forward,w
65,78,-301.71,-111.8,354.66,move_right,d
50,64,-244.85,252.49,-100.68,move_left,a
98,69,-240.97,-148.17,-463.1,move_right,d
47,70,-27.32,-221.59,-411.64,attack,left_click
56,90,147.64,-288.03,-402.01,dodge,space
68,79,-446.72,-190.25,108.27,move_forward,w
25,35,-251.11,-264.95,-202.69,attack,left_click
30,98,-154.2,56.59,156.37,dodge,space
87,79,143.07,3.73,-33.41,move_backward,s
46,13,-390.62,-369.87,331.92,move_backward,s
6,38,406.59,-209.0,257.17,move_forward,w
15,67,-165.81,-88.18,-367.48,attack,left_click
61,25,-186.89,18.35,138.53,move_forward,w
10,57,-302.65,139.59,334.74,move_forward,w
48,96,17.56,406.57,-463.66,move_right,d
68,45,-189.48,-286.1,-434.0,move_right,d
44,36,-171.02,63.81,59.76,dodge,space
54,20,394.85,-183.88,-376.55,move_forward,w
96,93,-364.4,358.72,-107.38,dodge,space
46,10,395.21,-317.87,375.11,move_forward,w
18,86,-156.8,-86.79,365.05,move_left,a
55,78,288.39,-63.78,341.45,move_left,a
5,28,-280.93,468.58,-172.81,move_left,a
22,30,53.26,-433.83,481.13,move_backward,s
61,99,210.34,-73.83,-492.74,move_right,d
6,97,-222.7,336.36,247.91,move_backward,s
40,68,-37.27,-291.43,36.17,move_right,d
61,98,129.29,18.04,365.37,attack,left_click
23,20,345.1,-204.13,250.61,dodge,space
94,68,87.43,-182.26,412.37,move_left,a
0,4,65.2,-104.57,-223.46,move_right,d
42,19,232.68,-20.42,296.4,move_right,d
8,3,56.61,296.31,-188.48,move_forward,w
97,47,448.19,78.1,178.54,attack,left_click
97,57,207.76,-461.22,181.04,move_forward,w
46,56,-233.85,309.17,151.18,move_backward,s
19,87,-327.18,-431.44,-104.99,move_right,d
19,58,-42.25,162.95,-438.1,move_backward,s
21,48,-260.18,392.67,-24.7,move_right,d
84,68,344.46,360.46,60.61,move_forward,w
67,9,92.72,478.14,421.56,move_right,d
83,32,319.7,473.91,102.54,attack,left_click
86,17,85.55,-198.43,205.98,move_right,d
80,13,30.0,-206.11,-328.14,attack,left_click
49,87,-440.72,-423.4,389.51,attack,left_click
86,68,163.25,413.07,269.59,move_backward,s
7,56,278.35,100.94,-389.91,move_right,d
64,38,-5.63,-7.47,283.76,dodge,space
9,58,-280.96,-315.07,388.6,move_forward,w
9,100,313.36,470.37,-59.37,move_backward,s
7,92,-425.91,205.28,153.27,move_left,a
42,80,448.06,-60.26,-384.9,move_forward,w
19,33,58.22,-81.97,456.3,dodge,space
64,3,336.91,-354.77,-225.18,dodge,space
96,32,-173.05,-334.22,219.82,move_right,d
43,25,-150.45,293.35,-404.8,attack,left_click
9,15,-481.95,-53.67,484.9,move_backward,s
47,44,-476.64,-337.57,-466.66,move_right,d
100,31,113.46,90.11,329.73,dodge,space
98,26,-232.29,110.81,205.07,attack,left_click
62,96,-339.34,-261.4,69.32,dodge,space
1,63,-179.73,-19.51,214.2,move_left,a
46,41,301.89,-150.2,400.03,dodge,space
90,18,-137.98,-452.06,159.56,move_backward,s
56,0,380.57,355.17,128.95,move_left,a
66,47,-154.3,-490.18,-263.1,attack,left_click
76,72,279.48,115.42,-425.29,move_backward,s
26,9,-249.5,-385.93,254.1,dodge,space
71,90,174.33,98.16,284.77,move_left,a
14,70,-405.36,-271.16,-285.08,move_forward,w
36,74,166.18,8.86,-140.72,move_left,a
9,33,-360.79,83.35,289.79,move_backward,s
83,93,-186.62,-42.83,-111.36,move_left,a
34,35,-43.27,-312.69,-288.46,dodge,space
24,57,295.52,-495.27,-41.65,attack,left_click
19,47,-90.62,-311.53,-8.03,move_left,a
92,64,229.98,-172.04,-50.94,move_left,a
36,41,-168.87,14.86,209.47,attack,left_click
61,69,-290.44,484.76,467.13,move_right,d
31,20,-339.78,253.11,402.39,move_backward,s
100,36,459.58,94.94,-420.33,move_left,a
59,96,-65.61,23.87,-40.45,attack,left_click
16,73,-320.06,188.39,-145.08,move_left,a
42,91,135.79,395.55,352.64,move_backward,s
54,12,-277.63,251.8,432.85,move_backward,s
42,7,-48.67,172.21,-128.82,move_right,d
79,76,241.61,-242.0,16.08,move_backward,s
38,54,45.87,-268.99,163.37,attack,left_click
56,9,54.55,-303.98,-245.29,move_forward,w
37,40,258.81,488.53,-248.34,dodge,space
14,14,449.12,-123.27,-336.96,dodge,space
87,0,-303.66,-291.16,186.12,move_backward,s
96,13,263.49,135.55,224.1,move_right,d
75,68,80.39,21.71,-220.36,move_backward,s
6,64,-303.87,369.28,-189.58,attack,left_click
100,70,421.9,-347.75,398.04,move_left,a
54,85,206.69,-266.15,-237.34,dodge,space
18,75,203.14,289.64,-412.8,attack,left_click
86,3,-135.97,-113.25,-399.81,attack,left_click
96,76,18.9,-395.81,-497.15,move_backward,s
81,56,214.39,-410.41,172.13,move_left,a
34,61,-263.61,91.33,33.09,move_forward,w
82,8,13.79,-281.28,-487.42,attack,left_click
47,36,6.76,302.23,366.13,attack,left_click
14,59,337.38,-461.56,334.09,move_backward,s
81,62,80.61,-149.8,-289.43,dodge,space
86,59,-180.86,-114.59,-26.53,move_left,a
33,21,260.79,-141.09,146.86,move_forward,w
18,34,30.07,-239.75,-321.86,attack,left_click
71,4,111.43,-180.52,471.83,move_left,a
97,10,455.07,-483.54,-400.48,move_backward,s
3,6,-138.72,-81.28,-397.48,move_left,a
26,77,393.37,-364.75,424.47,move_left,a
57,52,-13.39,80.06,124.25,move_right,d
12,36,-239.99,235.34,255.91,move_right,d
3,47,381.64,43.25,-234.19,move_left,a
54,26,-61.19,146.68,382.12,move_backward,s
77,21,-102.19,21.67,-195.23,move_forward,w
42,92,-344.5,-340.3,173.34,move_forward,w
35,97,-109.41,426.91,249.94,move_right,d
72,74,-153.99,57.19,130.26,move_left,a
62,47,461.37,-468.86,345.4,dodge,space
29,47,194.95,-168.62,429.64,dodge,space
25,93,348.06,289.63,133.66,move_right,d
34,12,-267.39,389.65,109.25,move_right,d
59,83,-35.97,43.08,339.97,move_left,a
86,6,-360.99,-15.23,333.21,dodge,space
69,55,486.4,-484.17,-88.73,move_left,a
93,83,119.29,-480.71,137.82,move_backward,s
2,29,244.29,-149.12,-141.23,dodge,space
27,32,282.54,-460.71,441.13,move_forward,w
8,49,448.64,-295.03,240.7,move_right,d
23,78,-82.76,-495.49,132.32,attack,left_click
50,79,-72.58,-193.48,-34.51,move_backward,s
21,48,470.97,1.37,202.31,move_right,d
81,5,-191.82,-274.04,355.44,attack,left_click
52,62,-188.47,-442.94,-248.01,move_forward,w
92,56,-272.53,-63.54,412.16,move_forward,w
16,45,-112.52,-491.66,-51.01,dodge,space
6,54,-373.2,-280.76,-386.95,move_left,a
86,50,-420.51,258.2,276.72,move_left,a
46,49,229.6,-455.1,267.08,attack,left_click
60,73,-92.09,-192.31,376.3,move_forward,w
11,75,46.7,315.65,239.96,dodge,space
96,63,-239.11,436.28,-173.81,move_backward,s
1,79,307.82,-418.2,344.64,dodge,space
53,25,-83.53,-414.05,-4.01,attack,left_click
58,32,281.41,350.75,-179.43,move_left,a
87,50,-437.19,-461.01,-226.78,move_backward,s
9,53,342.6,-89.6,248.17,move_backward,s
62,47,34.13,-475.44,-260.7,move_left,a
70,75,403.08,278.37,-378.72,move_backward,s
70,91,-354.87,476.25,90.84,move_right,d
7,86,253.83,-145.2,-161.62,move_left,a
69,98,-117.89,-53.59,-485.18,move_left,a
6,87,421.93,120.61,411.0,move_forward,w
78,35,-275.47,-312.9,-466.64,attack,left_click
